date	inst	cdu	spd	gru	fdp	lin	pir	afd	son
2001-09-06	Forsa	37	37	7	9	6			4
2001-09-01	Emnid	37	37	6	8	6			6
2001-08-31	Infratestdimap	37	37	7	9	6			4
2001-08-30	Forsa	37	36	7	10	6			4
2001-08-25	Emnid	36	39	6	9	6			4
2001-08-24	Infratestdimap	36	38	7	10	6			3
2001-08-24	Forschgr.Wahlen	39	38	8	7	5			3
2001-08-23	Forsa	36	37	7	10	6			4
2001-08-18	Emnid	37	39	6	7	5			6
2001-08-17	Infratestdimap	37	38	7	10	5			3
2001-08-16	Forsa	35	38	7	9	7			4
2001-08-14	Allensbach	34	36.1	7.8	11	6.4			4.7
2001-08-11	Emnid	36	38	7	9	6			4
2001-08-10	Infratestdimap	36	39	7	9	6			3
2001-08-09	Forsa	34	39	7	10	6			4
2001-08-04	Emnid	37	38	6	9	6			4
2001-08-03	Infratestdimap	36	38	7	10	6			3
2001-08-02	Forsa	33	39	8	10	6			4
2001-07-28	Emnid	35	38	6	9	6			6
2001-07-27	Infratestdimap	36	39	7	9	6			3
2001-07-26	Forsa	34	39	7	9	7			4
2001-07-25	Allensbach	33	37.2	7.7	10.8	6.7			4.6
2001-07-21	Emnid	35	39	7	9	6			4
2001-07-20	Infratestdimap	35	38	8	10	6			3
2001-07-20	Forschgr.Wahlen	36	42	6	10	4			2
2001-07-19	Forsa	34	39	7	10	6			4
2001-07-13	Infratestdimap	34	38	8	11	6			3
2001-07-12	Forsa	34	39	7	10	6			4
2001-07-07	Emnid	36	38	6	8	7			5
2001-07-06	Infratestdimap	34	39	7	10	7			3
2001-07-05	Forsa	35	38	7	10	7			3
2001-06-29	Emnid	37	40	6	8	5			4
2001-06-29	Infratestdimap	36	37	7	10	6			4
2001-06-28	Forsa	34	38	7	10	8			3
2001-06-22	Emnid	36	39	7	9	5			4
2001-06-22	Infratestdimap	35	38	7	9	6			5
2001-06-22	Forschgr.Wahlen	37	42	6	7	4			4
2001-06-21	Forsa	36	39	7	9	5			4
2001-06-20	Allensbach	33.4	37.1	7.9	11.1	6			4.5
2001-06-15	Emnid	36	39	7	9	5			4
2001-06-15	Infratestdimap	36	38	7	9	6			4
2001-06-14	Forsa	34	41	7	10	4			4
2001-06-08	Emnid	36	40	7	8	5			4
2001-06-08	Infratestdimap	37	39	7	9	5			3
2001-06-07	Forsa	33	42	6	10	5			4
2001-06-01	Emnid	35	40	7	9	5			4
2001-06-01	Infratestdimap	37	40	6	8	6			3
2001-05-31	Forsa	34	40	7	10	5			4
2001-05-25	Emnid	35	40	7	9	5			4
2001-05-23	Forsa	34	40	6	11	5			4
2001-05-18	Emnid	36	41	6	8	5			4
2001-05-18	Infratestdimap	36	40	6	9	6			3
2001-05-18	Infratestdimap	36	40	6	9	5			4
2001-05-18	Forschgr.Wahlen	36	42	6	10	3			3
2001-05-17	Forsa	33	40	6	12	5			4
2001-05-16	Allensbach	33.6	38.1	7.9	10.2	5.7			4.5
2001-05-11	Emnid	35	40	6	9	5			5
2001-05-11	Infratestdimap	36	40	6	9	6			3
2001-05-10	Forsa	33	42	6	9	6			4
2001-05-04	Infratestdimap	35	41	7	8	5			4
2001-05-03	Emnid	36	41	7	7	5			4
2001-05-03	Forsa	36	41	6	8	5			4
2001-04-27	Emnid	37	39	7	7	5			5
2001-04-27	Infratestdimap	36	39	7	8	6			4
2001-04-26	Forsa	34	41	7	9	5			4
2001-04-20	Emnid	37	40	6	7	5			5
2001-04-20	Infratestdimap	36	39	7	8	6			4
2001-04-19	Forsa	35	41	6	7	6			5
2001-04-18	Allensbach	32.9	39.2	7.7	10.2	5.7			4.3
2001-04-13	Emnid	36	40	6	7	5			6
2001-04-13	Infratestdimap	36	40	6	7	6			5
2001-04-11	Forsa	36	42	6	7	5			4
2001-04-06	Emnid	37	40	7	7	4			5
2001-04-06	Infratestdimap	36	39	7	8	5			5
2001-04-06	Forschgr.Wahlen	39	42	7	6	3			3
2001-04-05	Forsa	35	42	6	8	5			4
2001-03-30	Emnid	36	41	7	7	5			4
2001-03-30	Infratestdimap	35	40	7	8	5			5
2001-03-29	Forsa	34	41	7	8	5			5
2001-03-23	Emnid	36	40	7	7	5			5
2001-03-23	Infratestdimap	34	40	8	8	5			5
2001-03-22	Forsa	34	41	7	8	5			5
2001-03-16	Emnid	35	40	7	7	5			6
2001-03-16	Infratestdimap	34	40	9	7	5			5
2001-03-16	Forschgr.Wahlen	38	43	8	5	3			3
2001-03-15	Forsa	33	41	7	9	5			5
2001-03-14	Allensbach	32.4	39.3	7.5	10	6.2			4.6
2001-03-09	Emnid	35	40	7	7	5			6
2001-03-09	Infratestdimap	35	39	9	8	5			4
2001-03-08	Forsa	33	41	8	8	6			4
2001-03-02	Emnid	35	40	6	8	4			7
2001-03-02	Infratestdimap	35	40	8	8	5			4
2001-03-01	Forsa	33	41	7	8	6			5
2001-02-23	Emnid	36	40	6	7	5			6
2001-02-23	Infratestdimap	35	40	7	8	6			4
2001-02-22	Forsa	33	42	8	8	5			4
2001-02-16	Emnid	34	39	7	10	5			5
2001-02-16	Infratestdimap	35	40	7	9	6			3
2001-02-16	Forschgr.Wahlen	35	48	5	6	4			2
2001-02-15	Forsa	33	42	8	8	5			4
2001-02-14	Allensbach	32.8	38.7	8	9.6	6.1			4.8
2001-02-09	Emnid	36	40	6	8	5			5
2001-02-09	Infratestdimap	34	40	8	9	5			4
2001-02-08	Forsa	34	41	8	8	5			4
2001-02-02	Emnid	37	40	7	7	5			4
2001-02-02	Infratestdimap	35	38	8	9	5			5
2001-02-01	Forsa	34	40	8	8	5			5
2001-01-26	Infratestdimap	36	38	8	9	5			4
2001-01-25	Forsa	35	39	8	8	5			5
2001-01-24	Allensbach	33.1	39.1	7.3	9.7	6.3			4.5
2001-01-19	Emnid	39	38	6	7	5			5
2001-01-19	Infratestdimap	37	37	7	9	6			4
2001-01-19	Forschgr.Wahlen	37	44	6	6	4			3
2001-01-17	Forsa	35	39	7	8	6			5
2001-01-12	Emnid	38	39	6	7	5			5
2001-01-12	Infratestdimap	37	38	7	9	5			4
2001-01-10	Forsa	36	40	6	7	6			5
2001-01-05	Emnid	37	40	6	7	5			5
2001-01-05	Infratestdimap	38	38	7	6	6			5
2001-01-03	Forsa	37	40	6	6	6			5
2000-12-29	Emnid	37	39	6	7	5			6
2000-12-22	Infratestdimap	37	39	7	6	6			5
2000-12-20	Allensbach	35.2	38.1	7.4	9.6	6			3.7
2000-12-15	Emnid	36	39	6	7	5			7
2000-12-15	Infratestdimap	37	39	8	7	5			4
2000-12-15	Forschgr.Wahlen	39	44	6	5	4			2
2000-12-13	Forsa	36	40	6	8	6			4
2000-12-08	Emnid	37	39	6	7	5			6
2000-12-08	Infratestdimap	36	39	8	8	5			4
2000-12-06	Forsa	38	39	6	7	5			5
2000-12-01	Emnid	37	38	6	6	6			7
2000-12-01	Infratestdimap	37	38	8	7	5			5
2000-11-29	Forsa	36	40	6	7	6			5
2000-11-24	Emnid	38	38	6	7	6			5
2000-11-24	Infratestdimap	37	39	7	7	5			5
2000-11-22	Forsa	37	39	6	8	5			5
2000-11-17	Emnid	38	38	5	7	5			7
2000-11-17	Infratestdimap	37	39	7	7	6			4
2000-11-17	Forschgr.Wahlen	39	44	6	5	4			2
2000-11-17	Forschgr.Wahlen	39	44	6	5	4			2
2000-11-15	Forsa	35	41	6	6	6			6
2000-11-15	Allensbach	33.8	37.8	7.4	9.6	6.1			5.3
2000-11-10	Emnid	37	38	6	7	5			7
2000-11-10	Infratestdimap	37	39	6	7	6			5
2000-11-08	Forsa	35	41	6	7	6			5
2000-11-03	Emnid	37	39	6	7	6			5
2000-11-03	Infratestdimap	37	39	6	7	6			5
2000-11-01	Forsa	36	41	6	7	6			4
2000-10-27	Emnid	38	39	6	7	5			5
2000-10-27	Infratestdimap	36	40	6	7	6			5
2000-10-25	Forsa	35	41	6	8	6			4
2000-10-20	Emnid	38	39	6	7	5			5
2000-10-20	Infratestdimap	37	39	6	8	5			5
2000-10-20	Forschgr.Wahlen	37	43	7	6	4			3
2000-10-18	Forsa	35	42	6	7	6			4
2000-10-18	Allensbach	34	38	6.9	9.5	6			5.6
2000-10-13	Emnid	38	40	6	7	5			4
2000-10-13	Infratestdimap	38	38	6	7	6			5
2000-10-11	Forsa	35	40	7	8	5			5
2000-10-06	Emnid	37	41	6	7	5			4
2000-10-06	Infratestdimap	39	39	6	6	6			4
2000-10-04	Forsa	36	39	7	8	5			5
2000-09-29	Emnid	37	40	6	7	5			5
2000-09-29	Infratestdimap	37	40	6	7	5			5
2000-09-27	Forsa	36	40	6	7	6			5
2000-09-27	Allensbach	33.1	39	7.4	9.8	6.2			4.5
2000-09-22	Emnid	36	39	6	8	5			6
2000-09-22	Infratestdimap	36	41	6	7	5			5
2000-09-22	Forschgr.Wahlen	42	39	6	5	4			4
2000-09-20	Forsa	34	42	6	7	5			6
2000-09-15	Emnid	35	41	7	6	5			6
2000-09-15	Infratestdimap	35	41	6	8	5			5
2000-09-13	Forsa	32	44	6	8	5			5
2000-09-08	Emnid	34	41	7	8	5			5
2000-09-08	Infratestdimap	34	43	6	8	5			4
2000-09-06	Forsa	34	43	6	7	5			5
2000-09-01	Emnid	34	41	6	8	5			6
2000-09-01	Infratestdimap	34	43	6	8	6			3
2000-08-30	Forsa	33	43	6	7	5			6
2000-08-25	Emnid	35	40	6	8	6			5
2000-08-25	Infratestdimap	34	43	6	8	5			4
2000-08-25	Forschgr.Wahlen	35	48	6	6	4			1
2000-08-24	Forsa	33	43	6	8	5			5
2000-08-18	Emnid	35	41	6	8	5			5
2000-08-18	Infratestdimap	35	42	6	8	5			4
2000-08-17	Forsa	33	43	6	8	5			5
2000-08-16	Allensbach	32.4	39	6.9	10.1	6.3			5.3
2000-08-11	Emnid	34	41	6	8	6			5
2000-08-11	Infratestdimap	35	42	6	8	5			4
2000-08-10	Forsa	33	42	6	9	5			5
2000-08-04	Emnid	35	40	6	8	5			6
2000-08-04	Infratestdimap	34	42	6	9	5			4
2000-08-03	Forsa	33	43	6	8	5			5
2000-07-28	Emnid	35	40	6	8	5			6
2000-07-28	Infratestdimap	36	40	6	8	6			4
2000-07-28	Forschgr.Wahlen	39	46	6	6	3			0
2000-07-27	Forsa	33	42	6	9	5			5
2000-07-21	Emnid	36	39	6	9	5			5
2000-07-21	Infratestdimap	37	39	7	8	6			3
2000-07-20	Forsa	33	43	5	9	4			6
2000-07-19	Allensbach	32.3	37.1	7.1	11.5	6.8			5.2
2000-07-14	Emnid	37	38	6	9	5			5
2000-07-14	Infratestdimap	37	39	6	9	6			3
2000-07-13	Forsa	37	38	5	11	4			5
2000-07-07	Emnid	36	38	6	10	6			4
2000-07-07	Infratestdimap	38	39	6	8	5			4
2000-07-06	Forsa	38	39	5	9	4			5
2000-06-30	Emnid	37	38	6	9	5			5
2000-06-30	Infratestdimap	38	39	6	9	5			3
2000-06-29	Forsa	37	38	5	9	5			6
2000-06-23	Emnid	39	37	6	9	5			4
2000-06-23	Infratestdimap	38	38	7	9	5			3
2000-06-23	Forschgr.Wahlen	44	35	7	8	3			3
2000-06-22	Forsa	38	36	6	10	5			5
2000-06-16	Emnid	37	38	7	9	5			4
2000-06-16	Infratestdimap	39	37	7	9	6			2
2000-06-15	Forsa	38	38	6	10	4			4
2000-06-14	Allensbach	33	35.9	7.9	11.1	6.5			5.6
2000-06-09	Emnid	37	39	6	8	5			5
2000-06-09	Infratestdimap	39	38	7	9	5			2
2000-06-08	Forsa	37	38	6	9	5			5
2000-06-02	Emnid	36	39	6	9	5			5
2000-06-02	Infratestdimap	36	38	6	10	6			4
2000-05-31	Forsa	36	40	6	9	4			5
2000-05-26	Emnid	36	40	6	9	5			4
2000-05-26	Infratestdimap	36	40	6	9	5			4
2000-05-25	Forsa	35	40	7	9	4			5
2000-05-19	Emnid	37	40	6	8	5			4
2000-05-19	Infratestdimap	36	40	6	9	5			4
2000-05-19	Forschgr.Wahlen	40	41	6	7	4			2
2000-05-18	Forsa	36	40	6	8	4			6
2000-05-12	Emnid	37	41	6	6	5			5
2000-05-12	Infratestdimap	36	41	6	7	5			5
2000-05-11	Forsa	37	41	6	6	5			5
2000-05-05	Emnid	38	40	7	6	6			3
2000-05-05	Infratestdimap	36	41	6	7	5			5
2000-05-04	Forsa	38	40	7	6	5			4
2000-04-28	Emnid	38	39	7	6	5			5
2000-04-28	Infratestdimap	36	40	7	7	6			4
2000-04-27	Forsa	37	39	7	6	5			6
2000-04-21	Emnid	38	39	7	6	6			4
2000-04-21	Infratestdimap	36	39	7	7	6			5
2000-04-20	Forsa	38	41	6	5	6			4
2000-04-19	Allensbach	32	38.6	8.4	8.4	7.1			5.5
2000-04-14	Emnid	38	39	6	6	6			5
2000-04-14	Infratestdimap	36	39	7	7	6			5
2000-04-14	Forschgr.Wahlen	39	43	6	5	4			3
2000-04-13	Forsa	33	41	7	7	7			5
2000-04-07	Emnid	35	39	8	7	6			5
2000-04-07	Infratestdimap	34	39	8	7	7			5
2000-04-06	Forsa	33	41	7	8	7			4
2000-03-31	Emnid	36	39	7	7	7			4
2000-03-31	Infratestdimap	33	41	7	8	7			4
2000-03-30	Forsa	33	41	7	7	7			5
2000-03-24	Emnid	33	41	6	9	6			5
2000-03-24	Infratestdimap	33	40	8	8	7			4
2000-03-23	Forsa	31	41	7	7	7			7
2000-03-22	Allensbach	31.3	39.8	8.5	7.9	7.1			5.4
2000-03-17	Emnid	32	41	8	9	6			4
2000-03-17	Infratestdimap	33	40	7	8	7			5
2000-03-17	Forschgr.Wahlen	33	47	6	6	4			4
2000-03-16	Forsa	32	42	7	7	7			5
2000-03-10	Emnid	30	42	6	10	6			6
2000-03-10	Infratestdimap	32	41	7	9	7			4
2000-03-09	Forsa	29	43	7	8	7			6
2000-03-03	Emnid	31	43	7	8	6			5
2000-03-03	Infratestdimap	31	42	7	9	7			4
2000-03-02	Forsa	29	44	7	8	7			5
2000-02-25	Emnid	30	43	8	8	7			4
2000-02-25	Infratestdimap	31	43	8	8	7			3
2000-02-24	Forsa	26	43	7	10	8			6
2000-02-23	Allensbach	31.3	40.3	8	7.7	6.7			6.0
2000-02-18	Emnid	31	41	8	8	6			6
2000-02-18	Infratestdimap	31	42	8	8	7			4
2000-02-18	Forschgr.Wahlen	29	47	9	7	5			3
2000-02-17	Forsa	28	42	8	7	8			7
2000-02-11	Emnid	30	42	7	8	7			6
2000-02-11	Infratestdimap	31	42	8	7	7			5
2000-02-10	Forsa	26	41	9	10	8			6
2000-02-04	Emnid	33	42	6	7	6			6
2000-02-04	Infratestdimap	31	43	8	8	6			4
2000-02-03	Forsa	28	42	7	9	7			7
2000-01-28	Emnid	32	41	7	7	7			6
2000-01-28	Infratestdimap	32	42	7	7	7			5
2000-01-27	Forsa	29	42	7	8	7			7
2000-01-21	Emnid	36	40	6	6	6			6
2000-01-21	Infratestdimap	33	41	7	8	6			5
2000-01-21	Forschgr.Wahlen	32	45	8	5	6			4
2000-01-20	Forsa	29	44	6	8	8			5
2000-01-19	Allensbach	37.8	36.9	7.5	6.3	6.5			5.0
2000-01-14	Emnid	37	39	6	6	6			6
2000-01-14	Infratestdimap	38	39	7	5	6			5
2000-01-13	Forsa	37	40	6	5	7			5
2000-01-07	Emnid	37	38	6	6	7			6
2000-01-07	Infratestdimap	39	39	7	5	6			4
2000-01-06	Forsa	38	40	6	5	7			4
1999-12-24	Infratestdimap	43	35	6	5	7			4
1999-12-18	Infratestdimap	45	35	6	5	6			3
1999-12-17	Emnid	39	37	7	5	6			6
1999-12-16	Forsa	42	37	6	5	6			4
1999-12-15	Allensbach	41.6	32.3	7.5	6.4	7.1			5.1
1999-12-11	Infratestdimap	45	34	7	5	5			4
1999-12-10	Emnid	40	36	6	5	7			6
1999-12-10	Forschgr.Wahlen	43	41	6	3	4			3
1999-12-09	Forsa	45	34	6	5	6			4
1999-12-04	Infratestdimap	47	32	5	5	6			5
1999-12-03	Emnid	44	33	5	5	7			6
1999-12-02	Forsa	45	34	5	4	7			5
1999-11-27	Infratestdimap	48	31	5	4	7			5
1999-11-26	Emnid	46	32	5	4	7			6
1999-11-25	Forsa	47	33	5	4	7			4
1999-11-20	Infratestdimap	48	31	6	5	6			4
1999-11-19	Emnid	45	32	6	4	7			6
1999-11-18	Forsa	46	33	6	4	6			5
1999-11-17	Allensbach	44.7	30.4	6.9	6.9	6.8			4.3
1999-11-13	Infratestdimap	49	30	6	5	6			4
1999-11-12	Emnid	45	32	6	4	7			6
1999-11-12	Forschgr.Wahlen	55	31	5	3	4			2
1999-11-11	Forsa	45	32	5	5	7			6
1999-11-06	Infratestdimap	49	30	6	5	6			4
1999-11-05	Emnid	45	33	5	4	7			6
1999-11-04	Forsa	47	31	5	4	7			6
1999-10-30	Infratestdimap	49	30	5	5	8			3
1999-10-29	Emnid	45	33	5	4	7			6
1999-10-28	Forsa	44	34	5	4	8			5
1999-10-23	Infratestdimap	48	30	6	5	8			3
1999-10-22	Emnid	47	33	6	4	7			3
1999-10-21	Forsa	44	33	5	4	8			6
1999-10-16	Infratestdimap	48	31	6	5	7			3
1999-10-15	Emnid	46	32	5	5	6			6
1999-10-15	Forschgr.Wahlen	55	28	7	3	5			2
1999-10-14	Forsa	43	33	6	4	8			6
1999-10-13	Allensbach	44.5	30.8	6.8	5.9	7.2			4.8
1999-10-09	Infratestdimap	48	31	6	5	7			3
1999-10-08	Emnid	44	35	6	4	6			5
1999-10-07	Forsa	43	34	6	4	7			6
1999-10-02	Infratestdimap	48	31	6	4	7			4
1999-10-01	Emnid	44	34	5	5	7			5
1999-09-30	Forsa	45	33	6	5	6			5
1999-09-25	Infratestdimap	48	31	6	5	7			3
1999-09-24	Emnid	45	33	5	5	6			6
1999-09-24	Forschgr.Wahlen	56	28	5	3	5			3
1999-09-23	Forsa	46	32	6	5	6			5
1999-09-18	Infratestdimap	47	32	6	5	6			4
1999-09-17	Emnid	44	35	6	4	6			5
1999-09-16	Forsa	47	31	6	5	7			4
1999-09-15	Allensbach	42	32.9	7.2	6.6	7			4.3
1999-09-11	Infratestdimap	46	33	6	5	5			5
1999-09-10	Emnid	43	35	6	5	6			5
1999-09-09	Forsa	48	31	5	5	7			4
1999-09-04	Infratestdimap	46	32	7	6	5			4
1999-09-03	Emnid	43	35	5	6	6			5
1999-09-02	Forsa	45	33	7	5	6			4
1999-08-28	Infratestdimap	47	32	6	5	6			4
1999-08-27	Emnid	42	35	6	6	6			5
1999-08-26	Forsa	47	32	6	5	6			4
1999-08-21	Infratestdimap	47	32	6	5	6			4
1999-08-20	Emnid	43	35	6	5	6			5
1999-08-20	Forschgr.Wahlen	53	30	5	4	4			4
1999-08-19	Forsa	45	34	5	5	7			4
1999-08-18	Allensbach	42.2	32.6	7.4	6.6	6			5.2
1999-08-14	Infratestdimap	46	33	6	5	6			4
1999-08-13	Emnid	43	35	6	5	6			5
1999-08-12	Forsa	46	33	5	5	6			5
1999-08-07	Infratestdimap	46	33	6	5	6			4
1999-08-06	Emnid	43	35	6	5	5			6
1999-08-05	Forsa	44	34	6	6	6			4
1999-07-31	Infratestdimap	45	33	7	5	6			4
1999-07-30	Emnid	43	36	6	6	5			4
1999-07-29	Forsa	45	33	5	6	6			5
1999-07-24	Infratestdimap	45	33	7	5	6			4
1999-07-23	Emnid	42	36	6	4	6			6
1999-07-23	Forschgr.Wahlen	50	35	7	3	4			1
1999-07-22	Forsa	46	32	5	6	6			5
1999-07-21	Allensbach	43.3	32.6	6.7	7	5.9			4.5
1999-07-17	Infratestdimap	44	34	6	5	6			5
1999-07-16	Emnid	43	37	5	5	6			4
1999-07-15	Forsa	45	32	5	7	6			5
1999-07-10	Infratestdimap	44	35	6	5	5			5
1999-07-09	Emnid	42	36	5	4	6			7
1999-07-08	Forsa	45	33	6	5	6			5
1999-07-03	Infratestdimap	45	33	6	5	6			5
1999-07-02	Emnid	43	36	5	5	5			6
1999-07-01	Forsa	46	33	6	5	5			5
1999-06-26	Infratestdimap	45	33	6	5	6			5
1999-06-25	Emnid	42	37	5	5	5			6
1999-06-25	Forschgr.Wahlen	53	32	5	3	4			3
1999-06-24	Forsa	45	32	6	5	6			6
1999-06-19	Infratestdimap	46	33	7	5	5			4
1999-06-18	Emnid	41	37	5	6	5			6
1999-06-17	Forsa	45	34	6	4	6			5
1999-06-16	Allensbach	39.7	35.6	6.6	7.7	5.8			4.6
1999-06-12	Infratestdimap	43	37	6	5	5			4
1999-06-11	Emnid	41	39	6	6	5			3
1999-06-10	Forsa	44	34	6	5	5			6
1999-06-05	Infratestdimap	45	34	6	5	6			4
1999-06-04	Emnid	41	37	6	6	5			5
1999-06-03	Forsa	44	34	5	6	6			5
1999-05-29	Infratestdimap	43	36	6	5	6			4
1999-05-28	Emnid	40	38	6	5	6			5
1999-05-27	Forsa	43	35	5	6	6			5
1999-05-22	Infratestdimap	44	35	7	5	6			3
1999-05-21	Emnid	40	39	6	5	6			4
1999-05-21	Forschgr.Wahlen	45	40	4	4	3			4
1999-05-20	Forsa	43	33	6	6	6			6
1999-05-19	Allensbach	36.8	37.3	7.8	7	5.9			5.2
1999-05-15	Infratestdimap	44	36	6	5	5			4
1999-05-14	Emnid	40	38	6	6	5			5
1999-05-12	Forsa	43	34	6	6	6			5
1999-05-08	Infratestdimap	42	37	6	5	6			4
1999-05-07	Emnid	40	39	6	5	6			4
1999-05-06	Forsa	42	35	6	6	6			5
1999-05-01	Infratestdimap	42	37	5	5	6			5
1999-04-30	Emnid	39	39	6	5	5			6
1999-04-29	Forsa	42	37	6	6	5			4
1999-04-24	Infratestdimap	43	35	6	5	6			5
1999-04-23	Emnid	39	40	6	5	5			5
1999-04-22	Forsa	41	38	5	6	6			4
1999-04-17	Infratestdimap	43	36	6	5	6			4
1999-04-16	Emnid	40	39	6	5	5			5
1999-04-16	Forschgr.Wahlen	43	42	6	3	3			3
1999-04-15	Forsa	42	37	6	5	6			4
1999-04-14	Allensbach	37.9	37.6	6.5	7.5	5.5			5.0
1999-04-10	Infratestdimap	43	35	6	5	6			5
1999-04-09	Emnid	40	38	6	5	6			5
1999-04-08	Forsa	43	37	6	4	5			5
1999-04-03	Infratestdimap	43	36	6	5	6			4
1999-04-01	Forsa	44	34	6	5	6			5
1999-03-27	Infratestdimap	43	36	7	5	6			3
1999-03-26	Emnid	40	38	6	6	5			5
1999-03-25	Forsa	44	34	7	5	6			4
1999-03-20	Infratestdimap	43	38	6	5	5			3
1999-03-19	Emnid	41	39	6	5	5			4
1999-03-19	Forschgr.Wahlen	45	40	5	3	4			3
1999-03-18	Forsa	43	35	7	5	5			5
1999-03-17	Allensbach	38.7	37	6.8	7.4	5.7			4.4
1999-03-13	Infratestdimap	42	38	6	5	5			4
1999-03-12	Emnid	40	39	6	6	5			4
1999-03-11	Forsa	42	37	7	5	5			4
1999-03-06	Infratestdimap	41	38	6	5	5			5
1999-03-05	Emnid	40	39	6	5	5			5
1999-03-04	Forsa	41	38	6	5	5			5
1999-02-27	Infratestdimap	41	40	6	5	4			4
1999-02-26	Emnid	40	39	6	6	5			4
1999-02-26	Forschgr.Wahlen	44	43	6	3	2			2
1999-02-25	Forsa	42	37	6	6	4			5
1999-02-20	Infratestdimap	41	39	6	5	5			4
1999-02-19	Emnid	40	40	6	5	5			4
1999-02-18	Forsa	41	38	6	5	5			5
1999-02-13	Infratestdimap	41	38	6	5	5			5
1999-02-12	Emnid	38	40	6	5	5			6
1999-02-11	Forsa	40	38	6	6	5			5
1999-02-06	Infratestdimap	39	40	7	5	5			4
1999-02-05	Emnid	37	41	7	5	5			5
1999-02-04	Forsa	39	39	6	6	5			5
1999-01-30	Infratestdimap	39	41	6	5	4			5
1999-01-29	Emnid	38	39	7	6	5			5
1999-01-28	Forsa	39	39	7	5	5			5
1999-01-23	Infratestdimap	40	40	6	5	5			4
1999-01-22	Emnid	38	40	6	5	5			6
1999-01-22	Forschgr.Wahlen	38	46	7	2	3			4
1999-01-21	Forsa	38	39	7	5	5			6
1999-01-16	Infratestdimap	39	41	7	6	4			3
1999-01-15	Emnid	36	41	7	6	6			4
1999-01-14	Forsa	37	39	7	5	6			6
1999-01-09	Infratestdimap	39	41	7	5	4			4
1999-01-08	Emnid	37	40	6	6	5			6
1999-01-07	Forsa	37	39	7	5	5			7
1999-01-02	Emnid	37	41	6	6	5			5
1998-12-19	Infratestdimap	38	40	8	5	5			4
1998-12-18	Emnid	37	40	6	5	5			7
1998-12-17	Forsa	37	40	6	5	5			7
1998-12-16	Allensbach	36.3	39.4	7.2	6				11.1
1998-12-12	Infratestdimap	38	39	8	6	5			4
1998-12-11	Emnid	37	40	6	5	5			7
1998-12-11	Forschgr.Wahlen	35.7	48.2	7.7	3.3	2.8			2.3
1998-12-10	Forsa	39	38	6	5	6			6
1998-12-05	Infratestdimap	39	39	7	5	5			5
1998-12-04	Emnid	37	40	6	6	5			6
1998-12-03	Forsa	39	38	7	5	5			6
1998-11-28	Infratestdimap	37	42	7	5	5			4
1998-11-27	Emnid	36	39	7	6	5			7
1998-11-26	Forsa	38	38	7	5	5			7
1998-11-21	Infratestdimap	37	42	7	5	5			4
1998-11-20	Emnid	37	40	6	5	5			7
1998-11-19	Forsa	37	39	7	6	6			5
1998-11-14	Infratestdimap	37	41	7	6	5			4
1998-11-13	Emnid	35	42	6	6	5			6
1998-11-13	Forschgr.Wahlen	36	47.1	7.8	3.1	3.1			2.9
1998-11-12	Forsa	38	39	6	6	6			5
1998-11-07	Infratestdimap	37	42	7	5	5			4
1998-11-06	Emnid	36	41	6	5	5			7
1998-11-05	Forsa	38	39	7	6	5			5
1998-10-31	Infratestdimap	36	41	7	6	5			5
1998-10-30	Emnid	37	39	7	6	5			6
1998-10-29	Forsa	39	39	6	6	5			5
1998-10-24	Infratestdimap	36	40	8	7	5			4
1998-10-23	Emnid	35	42	6	6	5			6
1998-10-17	Infratestdimap	36	40	8	7	5			4
1998-10-16	Emnid	35	41	6	6	5			7
1998-10-16	Forschgr.Wahlen	35.9	49.6	6.3	4	2.2			2.0
1998-10-10	Infratestdimap	36	42	7	6	5			4
1998-10-09	Emnid	35	42	6	6	5			6
1998-10-02	Infratestdimap	36	41	7	6	5			5
1998-09-30	Allensbach	35.1	40.9	6.7	6.2	5.1			6.0
1998-09-29	Forsa	38	42	6	4	5			5
1998-09-27	Emnid	35.1	40.9	6.7	6.2	5.1			6.0
1998-09-27	Forsa	35.1	40.9	6.7	6.2	5.1			6.0
1998-09-27	Infratestdimap	35.1	40.9	6.7	6.2	5.1			6.0
1998-09-27	Forschgr.Wahlen	35.1	40.9	6.7	6.2	5.1			6.0
1998-09-27	Forschgr.Wahlen	35.1	40.9	6.7	6.2	5.1			6.0
1998-09-26	Allensbach	36	40.5	6	6.5	5			6.0
1998-09-26	Infratestdimap	38	40	7	6	5			4
1998-09-25	Emnid	39	40	7	5	4			5
1998-09-25	Forsa	38	42	6	5	4			5
1998-09-24	Forsa	38	42	6	5	4			5
1998-09-23	Forsa	37	42	6	6	4			5
1998-09-23	Allensbach	36.1	41.1	7	6.5	4.7			4.6
1998-09-22	Forsa	38	41	7	5	4			5
1998-09-21	Forsa	38	41	7	5	4			5
1998-09-20	Forsa	38	42	6	5	4			5
1998-09-19	Forsa	38	42	6	5	4			5
1998-09-19	Infratestdimap	38	41	7	6	5			3
1998-09-18	Emnid	39	41	6	5	5			4
1998-09-18	Forsa	38	42	6	5	4			5
1998-09-17	Forsa	38	42	7	4	4			5
1998-09-16	Forsa	38	42	7	4	4			5
1998-09-16	Allensbach	35.5	41.4	7	6.6	5			4.5
1998-09-15	Forsa	38	41	7	5	4			5
1998-09-14	Forsa	36	42	6	5	5			6
1998-09-13	Forsa	36	42	6	5	5			6
1998-09-12	Forsa	36	42	6	5	5			6
